ARTICULO;DESCRIPCION;PROVEEDOR;NOMBRE;STOCK;IMPORTE
BQ4;PEGAMENTO LOCTITE 20G;BQ4;SUMINISTROS PORRI¥O S.L.U.;15;14,23
BQ6;PILA ALK DURC.INDUST-LR03 BL/4;BQ6;FERRETERIA PLAZA, S. L.;3;2,33
BQ6;PILA ALK DURC.INDUST-LR03 BL/4;BQ6;VIACUMAR, S. L.;41;0,76
BQ7;CHOCOLATE C/LECHE 1/150grs;BQ7;MERCASH SAR, S. L.;5;0,54
BQ7;CHOCOLATE C/LECHE 1/150grs;BQ7;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;60;0,55
BQ7;CHOCOLATE C/LECHE 1/150grs;BQ7;PONTEVICUS, S. L.;155;0,56
BQ8;SALCHICHAS FRANKFURT 4/140GR;BQ8;CAMPOFRIO FOOD GROUP S.A.U;348;1,07
BQ8;SALCHICHAS FRANKFURT 4/140GR;BQ8;PONTEVICUS, S. L.;89;1,33
BR1;ESTRELLA GALICIA BOTEL.24/33cc;BR1;MERCASH SAR, S. L.;1;21,84
BR1;ESTRELLA GALICIA BOTEL.24/33cc;BR1;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;4;10,66
BR2;ESPARRAGOS BLANCOS 1/660grs;BR2;PONTEVICUS, S. L.;73;3,09
BR2;ESPARRAGOS BLANCOS 1/660grs;BR2;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;47;3,12
BR3;TE ROJO C/25 Sobres;BR3;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;75;0,56
BR3;TE ROJO C/25 Sobres;BR3;PONTEVICUS, S. L.;159;0,84
BR5;PALETINA RADIADOR DOBLE 15;BR5;MAFERGA, S.A.;5;0,42
BR5;PALETINA RADIADOR DOBLE 15;BR5;VARIOS;5;0
BR6;GRAPA NIQUEL 4.2x18 C/1000und;BR6;PASAXE Suministros Navales, S. L.;25;80,6
BR6;GRAPA NIQUEL 4.2x18 C/1000und;BR6;VARIOS;23;96,35
BR7;HILO NYLON BLANCO 3.00mm/200mt;BR7;SEVEN SEAS MARITIME SERVICES SPAIN;5;2,3
BR8;HILO NYLON AZUL 5.00mm/100mt;BR8;PAMPILLON CORDELERIAS, S.L.;1;9,5
BR8;HILO NYLON AZUL 5.00mm/100mt;BR8;VARIOS;1;0
BR9;HILO NYLON ROJO 5mm/100mt;BR9;PAMPILLON CORDELERIAS, S.L.;3;9,5
BS1;CUERDA POLY-STEEL 4.5mm/200mt;BS1;PAMPILLON CORDELERIAS, S.L.;2;3,75
BS2;PANTALON COCINERO;BS2;FERNANDO ESCOLA, C.B.;8;10,85
BS3;ANZUELO 10/0 RECTO ANC C/100;BS3;PASAXE Suministros Navales, S. L.;5;56
BS3;ANZUELO 10/0 RECTO ANC C/100;BS3;ENTREPOT NAVAL, S. L.;16;56
BS3;ANZUELO 10/0 RECTO ANC C/100;BS3;VARIOS;5;0
BS4;GIRATORIO CRANE 8/0 C/100 UND;BS4;PASAXE Suministros Navales, S. L.;6;14,27
BS4;GIRATORIO CRANE 8/0 C/100 UND;BS4;VARIOS;3;0
BS5;TIJERA TANZA MOMOI C/12;BS5;PASAXE Suministros Navales, S. L.;1;252
BS6;FLEJE ADHESIVO TRANSP C/36 R;BS6;PLAYDESA, S.A.;16;21,6
BS6;FLEJE ADHESIVO TRANSP C/36 R;BS6;TECNOPACKING, S.L.;11;23,4
BS7;ZUMO DON SIMON PI¥A 12/LT;BS7;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;18;8,21
BS9;CUERDA POLY-STEEL 6mm/200mt;BS9;PAMPILLON CORDELERIAS, S.L.;4;5,4
BT1;ALFOMBRA ANTIDESLIZANTE metro;BT1;FERRETERIA PLAZA, S. L.;24;2,4
BT2;ACEITUNA S/H 1/70gr;BT2;MERCASH SAR, S. L.;121;0,39
BT2;ACEITUNA S/H 1/70gr;BT2;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;2;0,33
BT3;GOMA ESTIRABLE CUERDA 10mm/5mt;BT3;PASAXE Suministros Navales, S. L.;10199;0,16
BT3;GOMA ESTIRABLE CUERDA 10mm/5mt;BT3;PAMPILLON CORDELERIAS, S.L.;4;1,1
BT3;GOMA ESTIRABLE CUERDA 10mm/5mt;BT3;EFECNOR - EFECTOS NAVALES NOROESTE;1;5,2
BT4;ZUMO MINIBRICK NARANJA 30/200m;BT4;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;86;0,65
BT6;INSTANT NOODLES GAMBA 24/85gr;BT6;CARMAR-MARITIMA ESTRECHO LOGIST.SAU;4;6,14
BT6;INSTANT NOODLES GAMBA 24/85gr;BT6;B&S FOODSERVICE B.V.;44;5,28
BT7;CRC 226 500ML DIELECTRIC;BT7;FERRETERIA PLAZA, S. L.;7;12,8
BT7;CRC 226 500ML DIELECTRIC;BT7;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;1;10,62
BT8;PINCEL REDONDO 16;BT8;CEPILLOS MARI¥O, S. L.;12;0,53
BT9;CRC 226 250ML DIELECTRIC;BT9;FERRETERIA PLAZA, S. L.;2;6,35
BT9;CRC 226 250ML DIELECTRIC;BT9;MAFERGA, S.A.;2;8,85
BU1;MAHONESA CALVE BOCABAJO 1/400;BU1;MERCASH SAR, S. L.;154;1,17
BU1;MAHONESA CALVE BOCABAJO 1/400;BU1;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;6;0,72
BU1;MAHONESA CALVE BOCABAJO 1/400;BU1;PONTEVICUS, S. L.;515;1,37
BU2;CALAMAR EN SU TINTA 1/112gr;BU2;MERCASH SAR, S. L.;31;1,04
BU2;CALAMAR EN SU TINTA 1/112gr;BU2;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;20;0,6
BU3;VELAS CANDELABRO BLANCAS C/2u;BU3;PONTEVICUS, S. L.;2;2,8
BU4;CREMA DENTAL SENSIBLE 75ML;BU4;PONTEVICUS, S. L.;181;0,63
BU5;CHAMPU FAMILIAR LT.;BU5;MERCASH SAR, S. L.;1;0,78
BU5;CHAMPU FAMILIAR LT.;BU5;PONTEVICUS, S. L.;67;0,77
BU6;PASTA MARAVILLA 1/500gr;BU6;PONTEVICUS, S. L.;115;0,51
BU6;PASTA MARAVILLA 1/500gr;BU6;EXCLUSIVAS ALIMENTACION PALAZON S.L;77;0,51
BU7;TENEDOR CHULETERO MADERA;BU7;PONTEVICUS, S. L.;12;1,4
BU7;TENEDOR CHULETERO MADERA;BU7;FERRETERIA PLAZA, S. L.;2;2,12
BU7;TENEDOR CHULETERO MADERA;BU7;MAFERGA, S.A.;8;1,77
BU8;CUCHARA DE MESA MAZO 6;BU8;MERCASH SAR, S. L.;1;2,79
BU8;CUCHARA DE MESA MAZO 6;BU8;PONTEVICUS, S. L.;2;3,79
BU8;CUCHARA DE MESA MAZO 6;BU8;FERRETERIA PLAZA, S. L.;24;0,93
BV1;FUNDA AZUL 45 cm;BV1;CESAVAS, S. L.;147;1,35
BV1;FUNDA AZUL 45 cm;BV1;ENA-EFCT.NAVALES del ATLANTICO SL;41;55,8
BV2;QUESO TETILLA 1/800grs;BV2;MERCASH SAR, S. L.;3;4,69
BV2;QUESO TETILLA 1/800grs;BV2;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;41.57;5,58
BV2;QUESO TETILLA 1/800grs;BV2;PONTEVICUS, S. L.;1.95;6,7
BV3;DESENGRASANTE INDUSTRIAL 10KG;BV3;DISTRIBUCIONES RIVAS S.L.;4;15,3
BV4;DETERGENTE BETIS 1/500gr;BV4;CASH GALICIA, S. L.;38;0,78
BV4;DETERGENTE BETIS 1/500gr;BV4;MERCASH SAR, S. L.;197;0,8
BV4;DETERGENTE BETIS 1/500gr;BV4;DARLIM-DIST. ARTICULOS LIMPIEZA SL;62;0,71
BV5;AGUA MONDARIZ S/GAS 35/500ml;BV5;CASH GALICIA, S. L.;11;7,13
BV5;AGUA MONDARIZ S/GAS 35/500ml;BV5;MERCASH SAR, S. L.;7;7,75
BV5;AGUA MONDARIZ S/GAS 35/500ml;BV5;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;10;7,6
BV5;AGUA MONDARIZ S/GAS 35/500ml;BV5;PONTEVICUS, S. L.;6;8,05
BV6;ESCOPETA MONTADA COMPLETA;BV6;SUNAFER-SUMINIST.NAV. FERNANDEZ SL;1;46,98
BV7;CUERDA P.E. ROJO 6mm/200mt;BV7;PAMPILLON CORDELERIAS, S.L.;2;5,4
BW4;PLOMO BARRIL PARA PESCA 250gr;BW4;PASAXE Suministros Navales, S. L.;67.5;3
BW4;PLOMO BARRIL PARA PESCA 250gr;BW4;EF.NAVALES JESUS BETANZOS, SL;22.2;3,8
BW7;PANTALON BORREGUITO TEJANO M;BW7;ENTREPOT NAVAL, S. L.;4;22,5
BW8;CHOCOLATE REPOSTERIA 1/250grs;BW8;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;10;1,39
BW9;CAFE SOLUBLE NATURAL 1/200gr;BW9;MERCASH SAR, S. L.;12;2,05
BW9;CAFE SOLUBLE NATURAL 1/200gr;BW9;PONTEVICUS, S. L.;22;1,95
BX1;ESCOBA ANTICHOQUE VILEDA;BX1;MERCASH SAR, S. L.;3;2,65
BX1;ESCOBA ANTICHOQUE VILEDA;BX1;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;10;2,65
BX1;ESCOBA ANTICHOQUE VILEDA;BX1;PONTEVICUS, S. L.;6;3,09
BX2;PIZZA FRESCA POLLO 410Grs;BX2;MERCASH SAR, S. L.;56;2,13
BX2;PIZZA FRESCA POLLO 410Grs;BX2;PONTEVICUS, S. L.;258;2,27
BX3;SALCHICHAS FRANKFURT 1/420GR;BX3;MERCASH SAR, S. L.;50;1,15
BX3;SALCHICHAS FRANKFURT 1/420GR;BX3;DIMERCA-DISTRIB. MERA Y CARMES S.L.;87;0,94
BX4;ESENCIA VAINILLA BLIS.12CC;BX4;MERCASH SAR, S. L.;46;1,21
BX4;ESENCIA VAINILLA BLIS.12CC;BX4;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;12;0,35
BX4;ESENCIA VAINILLA BLIS.12CC;BX4;PONTEVICUS, S. L.;83;1,37
BX6;BARRA CARGA VERTICAL CUADRADA;BX6;GLOBAL THERMO S.L.;7;76,48
BX7;GRAPA NIQUEL DBL 1.6x12 C/500;BX7;E.N. LATITUD S.L.;16;21,86
BX7;GRAPA NIQUEL DBL 1.6x12 C/500;BX7;ENTREPOT NAVAL, S. L.;12;22,09
BX8;MOSQUETON 3.5x125 S/S SBL;BX8;E.N. LATITUD S.L.;2;0,92
BX9;MOSQUETON 3.5x125 C/GIRAT;BX9;E.N. LATITUD S.L.;1502;0,81
BY1;MOSQUETON S/GIRAT. 4x140;BY1;E.N. LATITUD S.L.;1;0,78
BY2;GRAPA NIQUEL 4-4.5x16 C/1000un;BY2;HERCULES DEL TECLA S.L.U.;30;86,5
BY3;CAJA CARTON 1200x1x1 C/T+VANO;BY3;EMBARBOX - EMBALAJES ARMANDO, S. L.;25;35,65
BY3;CAJA CARTON 1200x1x1 C/T+VANO;BY3;TECNICARTON, S. L.;125;21,97
BY4;PISTACHO TOSTADO 1/200GR.;BY4;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;30;2,49
BY4;PISTACHO TOSTADO 1/200GR.;BY4;PONTEVICUS, S. L.;8;1,35
BY6;MARGARINA TULIPAN 8/225grs;BY6;MERCASH SAR, S. L.;6;8,69
BY6;MARGARINA TULIPAN 8/225grs;BY6;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;68;5,45
BY6;MARGARINA TULIPAN 8/225grs;BY6;PONTEVICUS, S. L.;8;1,39
BY7;PAPEL COCINA ROLLO DUPLOS;BY7;MERCASH SAR, S. L.;8;4,4
BY8;TABLA CORTE ANTIDESLIZANTE;BY8;MERCASH SAR, S. L.;3;25,13
BY9;PIMENTON DULCE ODALISCA 180grs;BY9;MERCASH SAR, S. L.;7;3,83
BZ2;ACEITUNAS NEGRAS 1/185gr;BZ2;MERCASH SAR, S. L.;12;0,97
BZ3;ESCALOPINES-FILETE ADOBADO;BZ3;CHOLO CARNICAS, S. L.;11;7,2
BZ3;ESCALOPINES-FILETE ADOBADO;BZ3;V.R.FABRICA DE EMBUTIDOS S.L.;1;3,95
BZ5;REGLA MEDIR PESCADO ALUMINIO;BZ5;A POUTADA, S. L.;2;19,8
BZ5;REGLA MEDIR PESCADO ALUMINIO;BZ5;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;1;36,25
BZ6;TUBO PVC EVAS D-315x5mts;BZ6;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;0.6;118,5
BZ7;TUBO PVC EVAC S.B. 32X1.5MTS;BZ7;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;0.6;26,02
BZ8;GEL DERMO SANEX 1/600ml;BZ8;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;701;1,79
BZ9;AGUA COLONIA LITRO;BZ9;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;5;1,65
BZ9;AGUA COLONIA LITRO;BZ9;PONTEVICUS, S. L.;4;1,19
BZ9;AGUA COLONIA LITRO;BZ9;ALTIMEX, S.L.;1;722,66
B¥1;BAROMETRO 150MM;B¥1;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;1;93,5
B¥2;FLEJE ADHESIVO TRANSP. 132X48;B¥2;PASAXE Suministros Navales, S. L.;711;1,5
B¥3;AZUCARERO MESA;B¥3;FERRETERIA PLAZA, S. L.;3;11,31
B¥4;COMBOY MESA;B¥4;FERRETERIA PLAZA, S. L.;3;5,52
B¥5;FRUTERO MESA;B¥5;TEN HOME PLUS CORUXO S.L.;3;2,27
B¥7;DETERGENTE LAVADORA BOLSA 800G;B¥7;MERCASH SAR, S. L.;33;0,78
B¥7;DETERGENTE LAVADORA BOLSA 800G;B¥7;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;252;0,74
B¥7;DETERGENTE LAVADORA BOLSA 800G;B¥7;ENTREPOT NAVAL, S. L.;3;0,69
B¥7;DETERGENTE LAVADORA BOLSA 800G;B¥7;VARIOS;21;0,78
B¥8;DESENGRASANTE GRASNON 25LT;B¥8;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;25;5,43
C02;TURRON DE CHOCOLATE Tableta;C02;MERCASH SAR, S. L.;39;2,66
C02;TURRON DE CHOCOLATE Tableta;C02;PONTEVICUS, S. L.;94;2,74
C02;TURRON DE CHOCOLATE Tableta;C02;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;36;1,17
C03;JAMON SERRANO LONCHEADO;C03;MERCASH SAR, S. L.;12;2,05
C03;JAMON SERRANO LONCHEADO;C03;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;3;2,39
C04;CHULETERO TERNERA FRESCOS;C04;CHOLO CARNICAS, S. L.;26;14,63
C04;CHULETERO TERNERA FRESCOS;C04;VENDISFRIG, S.L.;22;5,91
C04;CHULETERO TERNERA FRESCOS;C04;V.R.FABRICA DE EMBUTIDOS S.L.;1;9,25
C04;CHULETERO TERNERA FRESCOS;C04;MATADERO GRAL.Y FRIGO BAIXO MI¥O SL;3;5
C05;PALOMETA ENTERA CONGELADA;C05;HNOS FERNANDEZ IBA¥EZ C.P. S.L.U.;26;4,2
C05;PALOMETA ENTERA CONGELADA;C05;ELMAR FROZEN FOOD SLU;19;3,18
C06;GALLO "G" CONGELADO 500/1000;C06;PEREIRA Y CAO DISTRIBUCION, S.L.;7;3,9
C06;GALLO "G" CONGELADO 500/1000;C06;PESCAPUERTA, S. A.;3;3,48
C06;GALLO "G" CONGELADO 500/1000;C06;PEREIRA HOSTELERIA S. A.;86;3,86
C06;GALLO "G" CONGELADO 500/1000;C06;FANDICOSTA, S. A.;22.5;3,48
C06;GALLO "G" CONGELADO 500/1000;C06;ELMAR FROZEN FOOD SLU;17;4,09
c07;CABRA CONGELADA-RED FISH;c07;PESCAPUERTA, S. A.;2;4,5
c07;CABRA CONGELADA-RED FISH;c07;ELMAR FROZEN FOOD SLU;38;4,03
c07;CABRA CONGELADA-RED FISH;c07;VARIOS;64;0,58
C08;CABEZA MERLUZA ROSADA;C08;PESCAPUERTA, S. A.;3;1,8
C08;CABEZA MERLUZA ROSADA;C08;ELMAR FROZEN FOOD SLU;3;1,7
C10;CHORIZO GRAN VELA EXTRA;C10;DIMERCA-DISTRIB. MERA Y CARMES S.L.;15;5,06
C11;MERLUZA ROSADA EN RODAJAS;C11;PESCAPUERTA, S. A.;15;6,65
C11;MERLUZA ROSADA EN RODAJAS;C11;FANDICOSTA, S. A.;22;6,25
C12;FILETE MERLUZA CON PIEL;C12;PESCAPUERTA, S. A.;40;0
C12;FILETE MERLUZA CON PIEL;C12;PEREIRA HOSTELERIA S. A.;28;3,6
C12;FILETE MERLUZA CON PIEL;C12;FANDICOSTA, S. A.;18;-1,76
C12;FILETE MERLUZA CON PIEL;C12;ARMADORA PEREIRA S.A.;47;1,75
C12;FILETE MERLUZA CON PIEL;C12;IBERPORT-FRIGORIFICIOS IBERPORT SL;3;1,03
C12;FILETE MERLUZA CON PIEL;C12;ELMAR FROZEN FOOD SLU;146;4,16
C13;CALAMAR C C/N-CHIPIRON;C13;BECOGALIA AFINES S.L.(LOPEZ FREIRE);4;5,1
C13;CALAMAR C C/N-CHIPIRON;C13;PESCAPUERTA, S. A.;155;3,04
C13;CALAMAR C C/N-CHIPIRON;C13;PEREIRA HOSTELERIA S. A.;3;3,5
C13;CALAMAR C C/N-CHIPIRON;C13;FANDICOSTA, S. A.;13;3,11
C13;CALAMAR C C/N-CHIPIRON;C13;PEREIRA ELABORADOS S.A.;4;3,63
C13;CALAMAR C C/N-CHIPIRON;C13;ELMAR FROZEN FOOD SLU;90;3,85
C14;MERLUZA 4E AUSTRAL;C14;PESCAPUERTA, S. A.;63.55;4,77
C14;MERLUZA 4E AUSTRAL;C14;BONFRIG FDC ULTRACONGELADOS S.A.;5;4,25
C14;MERLUZA 4E AUSTRAL;C14;ELMAR FROZEN FOOD SLU;51;5,96
C15;JUGO CARNE BOVRIL 12/125GRS;C15;PONTEVICUS, S. L.;11;26,43
C17;CHOCOLATE DE HACER 20/300grs;C17;MERCASH SAR, S. L.;125;4,13
C17;CHOCOLATE DE HACER 20/300grs;C17;PONTEVICUS, S. L.;4;13,71
C17;CHOCOLATE DE HACER 20/300grs;C17;VARIOS;7;0,52
C18;JAMON YORK;C18;MONTI¥O RAMIRO MARTINEZ, S. L.;5;2,96
C18;JAMON YORK;C18;DIMERCA-DISTRIB. MERA Y CARMES S.L.;54;2,39
C19;CHORIZO BARBACOA;C19;DIMERCA-DISTRIB. MERA Y CARMES S.L.;78;4,1
C21;MORCILLA ASTURIANA;C21;DIMERCA-DISTRIB. MERA Y CARMES S.L.;22;3,61
C22;MANGUITOS AMARILLO PAR;C22;EFECTOS NAVALES FERNANDEZ VILA, SL.;9;4,32
C22;MANGUITOS AMARILLO PAR;C22;PRENDAMAR Industrias;65;3,41
